user,task,attempt,start_time,text_system,text_user,asr_hypothesis,speaker,rating,asr_confidence,asr_time,barge-in,n_sys_words,n_user_words,sysTurnDuration,userTurnDuration,system_speech_act,WER,WER_moved,num_turns,num_sorry,mean_WER,mean_asr_conf,sum_barge,mean_sys_words,SSA_sorry,SSA_info,SSA_confirm
2,6,1,264,,"Xtra-Option Web and Walk buchen,",,u,,0,,0,,5,,4,,0.8,,,,,,,,,,
2,6,1,270,"Oh ich sehe gerade Xtra Web'n'Walk Starter ist bereits für Sie eingerichtet, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,4,,,0,27,,12,,INFO ASKFORINFO NAV,,0.8,10,0,0.31,15.6,1,35.1666666667,0,1,0
2,6,1,282,,"Xtra Weekend buchen,",,u,4,0,,0,,3,,2,,0.6666666667,,1,0,,0,0,,,,
2,6,1,287,"Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen, Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig, Der Betrag wird von Ihrem Xtra-Guthaben abgezogen, Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung, Nun zu Ihrem Buchungswunsch, Sie möchten jetzt Xtra Weekend einrichten ist das richtig?",,,s,,,,0,55,,25,,ASKCONFIRM,,0.6666666667,,,,,,,0,0,1
2,6,1,312,,"Ja,",,u,,0,,0,,1,,1,,0,,,,,,,,,,
2,6,1,316,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS",,,s,,,,0,19,,10,,,,0,3,0,0.3333333333,0,0,37,,,
3,6,1,0,"#NS Herzlich Willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren, Sie steuern mich indem Sie mit mir sprechen, Wenn Sie wollen unterbrechen Sie mich einfach, Bitte nennen Sie mir jetzt Ihr Anliegen,",,,s,5,,,0,53,,22,,ASKFORINFO WELCOME NAV,,,1,0,,,0,53,0,0,0
3,6,1,22,,"Tarife,",tarifen,u,5,73,25,0,,1,,2,,0,,1,0,,73,0,,,,
3,6,1,25,"Okay Tarife, Hier bei mir können Sie sich allgemein und detailliert über unsere Tarife und Optionen informieren, Für allgemeine Informationen sagen Sie bitte Infos über Tarife oder Infos über Optionen, Wenn Sie etwas Bestimmtes interessiert können Sie das auch gleich direkt in einem kurzen Satz sagen, Zum Beispiel ich möchte Informationen über den Tarif Xtra Nonstop oder ich möchte Infos zu Xtra Weekend, Was kann ich für Sie tun?",,,s,,,,0,69,,30,,ASKFORINFO,,0,,,,,,,0,0,0
3,6,1,55,,"Infos über Tarife,",infos uber tarife,u,,58,60,0,,3,,2,,0,,,,,,,,,,
3,6,1,60,"Gut Xtra-Tarife, Zunächst Ihr Status zum gewünschten Thema, Ihr derzeitiger Tarif ist Xtra Click, Wählen Sie nun bitte eins der folgenden Tarifthemen aus, Kurzinfo Preise Detailinfos oder Optionen,",,,s,,,,0,28,,17,,INFO ASKFORINFO DETAILS,,0,,,,,,,0,1,0
3,6,1,77,,"Preise,",preise,u,,55,80,0,,1,,1,,0,,,,,,,,,,
3,6,1,80,"Die Preise der Tarife Xtra Nonstop Xtra Card und Xtra Click im Überblick, Im Tarif Xtra Nonstop telefonieren Sie für neunundzwanzig Cent die Minute in alle Netze, Und noch günstiger wird es mit der Option Xtra Nonstop Plus, Damit fallen ab der zweiten Minute keine Kosten mehr an für Inlandsgespräche ins Telekom-Mobilfunknetz und ins Festnetz, Und ab der zweiten bis zur einhundertsten S_ M_ S_ am Tag ist S_ M_ S_ Versenden netzintern kostenfrei, Ohne die Option Xtra Nonstop Plus kostet jede S_ M_ S_ neunzehn Cent, Folgende Preise gelten für den Tarif Xtra Card, Gespräche ins Telekom-Mobilfunknetz und zur Mobilbox fünf Cent, In alle anderen Netze fünfzehn Cent, S_ M_ S_ netzintern und in andere Netze neunzehn Cent, Und jetzt noch die Preise für den Tarif Xtra Click, Gespräche im Telekom-Mobilfunknetz fünf Cent, Telefonate ins Festnetz sowie zu anderen deutschen Mobilfunknetzen fünfzehn Cent die Minute, S_ M_ S_ netzintern fünf Cent und in andere Netze fünfzehn Cent, Möchten Sie die Preise noch einmal hören sagen Sie jetzt bitte wiederholen, Wünschen Sie zu diesem Thema noch zusätzliche Informationen?",,,s,4,,,0,178,,79,,SORRY DETAILS,,0,5,1,0,56.5,0,91.6666666667,1,0,0
3,6,1,159,,"Nein,",nein,u,4,79,161,0,,1,,1,,0,,1,0,,79,0,,,,
3,6,1,162,"Sie können auch gleich hier in einen dieser Tarife wechseln, Sagen Sie dazu einfach buchen,",,,s,,,,0,15,,5,,INFO,,0,,,,,,,0,1,0
3,6,1,167,,"Buchen,",buchen,u,,78,168,0,,1,,0,,0,,,,,,,,,,
3,6,1,169,"In welchen unserer aktuellen Tarife möchten Sie wechseln? Sagen Sie bitte entweder Tarif Xtra Nonstop oder Tarif Xtra Card, Wenn Sie mehr über die Tarife wissen wollen sagen Sie Tarifinformation,",,,s,,,,0,30,,15,,ASKFORINFO,,0,,,,,,,0,0,0
3,6,1,184,,"Tarifinformation,",,u,,0,,0,,1,,2,,0,,,,,,,,,,
3,6,1,187,"Xtra Nonstop Xtra Card und Xtra Click, Das sind die Tarife für unsere Xtra-Kunden, Nutzen Sie mit dem Tarif Xtra Nonstop die Vorteile der Option Xtra Nonstop Plus und der Xtra S_ M_ S_ Sparoption S_ für besonders günstige Gespräche und S_ M_ S_, Übrigens in allen drei Tarifen können Sie die Option Xtra Weekend für kostenfreie Telefonate am Wochenende hinzubuchen, In welchen unserer aktuellen Tarife möchten Sie wechseln? Sagen Sie bitte entweder Tarif Xtra Nonstop oder Tarif Xtra Card,",,,s,,,,0,80,,35,,ASKFORINFO,,0,,,,,,,0,0,0
3,6,1,222,Sie gelangen ohne Ä-,Ta-,,s u,,0,,1,4,1,1,1,,0,,,,,,,,,,
3,6,1,223,W-,"Tarif Xtra Nonstop,",,u s,,0,,1,1,3,3,3,,0.6666666667,0,,,,,,,,,
3,6,1,227,"Leider konnte ich Ihre Äußerung nicht eindeutig zuordnen, Ich hatte verstanden dass Sie Ihren Tarif wechseln wollten, Ich nenne Ihnen jetzt die Tarife zu denen Sie wechseln können, Bitte sagen Sie eines der folgenden Stichworte: Tarif Xtra Nonstop oder Tarif Xtra Card,",,,s,,,,0,42,,16,,SORRY,,0.6666666667,,,,,,,1,0,0
3,6,1,243,,"Tarif Xtra Nonstop,",tarif xtra nonstop,u,,76,248,0,,3,,3,,0,,,,,,,,,,
3,6,1,249,"Bevor ich Sie gleich um Bestätigung bitte habe ich noch einen Hinweis, Bei Buchung des Tarifs Xtra Nonstop wird automatisch die Tarifoption Xtra Nonstop Plus aktiviert, Ihr Vorteil ab der zweiten Gesprächsminute für null Cent telefonieren und ab der zweiten S_ M_ S_ pro Tag auch für null Cent simsen, Der monatlich Optionspreis in Höhe von einem Euro neunundvierzig wird von Ihrem Xtra-Guthaben abgezogen, Sollte das Guthaben nicht ausreichen ruht die Option bis zur Wiederaufladung, Sie können die Option übrigens auch nach Ablauf eines Monats deaktivieren, Nun zu Ihrem Buchungswunsch, Der Wechsel in den Tarif Xtra Nonstop kostet vier Euro fünfundneunzig, Bitte beachten Sie dass der Tarifwechsel nur bei ausreichendem Xtra-Guthaben durchgeführt werden kann, Sie möchten jetzt in den Tarif Xtra Nonstop wechseln ist das richtig?",,,s,4,,,0,126,,54,,INFO ASKCONFIRM,,0,10,1,0.1111111111,30.8,2,42.5714285714,0,1,1
3,6,1,303,,"Ja,",ja,u,4,59,305,0,,1,,1,,0,,1,0,,59,0,,,,
3,6,1,308,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, In Ihrem Tarif können Sie die Tarifoption Xtra Weekend dazubuchen, Wenn Sie das möchten sagen Sie bitte Xtra Weekend aktivieren, Sie bekomen übrigens auch jederzeit genauere Infos, Sagen Sie zum Beispiel Infos zu Xtra Nonstop Plus, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,5,,,0,69,,31,,ASKFORINFO NAV,,0,1,0,0,,0,69,0,0,0
3,6,1,339,,"Xtra Weekend aktivieren,",,u,5,0,,0,,3,,3,,0.6666666667,,1,0,,0,0,,,,
3,6,1,343,"Xtra Weekend ist noch nicht für Sie eingerichtet, Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen, Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig, Der Betrag wird von Ihrem Xtra-Guthaben abgezogen, Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung, Nun zu Ihrem Buchungswunsch, Sie möchten jetzt Xtra Weekend einrichten ist das richtig?",,,s,5,,,0,63,,29,,INFO ASKCONFIRM,,0.6666666667,1,0,0.6666666667,,0,63,0,1,1
3,6,1,372,,"Ja,",,u,5,0,,0,,1,,1,,0,,1,0,,0,0,,,,
3,6,1,375,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,33,,14,,ASKFORINFO NAV,,0,,,,,,,0,0,0
3,6,1,389,,"Ende,",ja,u,,73,393,0,,1,,1,,0,,,,,,,,,,
3,6,1,394,Möchten Sie Ihr Gespräch mit dem Kundenservice der Telekom jetzt beenden?,,,s,,,,0,11,,4,,,,0,,,,,,,,,
3,6,1,398,,"Ja,",,u,,0,,0,,1,,0,,0,,,,,,,,,,
3,6,1,400,"Vielen Dank für Ihren Anruf beim Kundenservice der Telekom und bis zum nächsten Mal, Auf Wiederhören,",,,s,,,,0,16,,6,,,,0,5,0,0,36.5,0,20,,,
4,6,1,0,"#NS Herzlich Willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren, Sie steuern mich indem Sie mit mir sprechen, Wenn Sie wollen unterbrechen Sie mich einfach, Bitte nennen Sie mir jetzt Ihr Anliegen,",,,s,,,,0,53,,23,,ASKFORINFO WELCOME NAV,,,,,,,,,0,0,0
4,6,1,23,,"Informationen zu Tarifen,",information zu tarifen,u,,57,26,0,,3,,2,,0,,,,,,,,,,
4,6,1,27,"Gut Xtra-Tarife, Zunächst Ihr Status zum gewünschten Thema, Ihr derzeitiger Tarif ist Xtra Click, Wählen Sie nun bitte eins der folgenden Tarifthemen aus, Kurzinfo Preise Detailinfos oder Optionen,",,,s,,,,0,28,,16,,INFO ASKFORINFO DETAILS,,0,,,,,,,0,1,0
4,6,1,43,,"Kurzinfo,",kurz info,u,,60,46,0,,1,,2,,0,,,,,,,,,,
4,6,1,48,Würden Sie das bitte noch einmal wiederholen?,,,s,,,,0,7,,2,,SORRY,,0,,,,,,,1,0,0
4,6,1,50,,"Kurzinfo,",kurz infos,u,,70,53,0,,1,,2,,0.5,,,,,,,,,,
4,6,1,53,"Xtra Nonstop Xtra Card und Xtra Click, Das sind die Tarife für unsere Xtra-Kunden, Nutzen Sie mit dem Tarif Xtra Nonstop die Vorteile der Option Xtra Nonstop Plus und der Xtra S_ M_ S_ Sparoption S_ für besonders günstige Gespräche und S_ M_ S_, Übrigens in allen drei Tarifen können Sie die Option Xtra Weekend für kostenfreie Telefonate am Wochenende hinzubuchen, Wünschen Sie zu diesem Thema noch zusätzliche Informationen?",,,s,,,,0,69,,30,,,,0.5,,,,,,,,,
4,6,1,83,,"Ja,",ja,u,,86,86,0,,1,,2,,0,,,,,,,,,,
4,6,1,86,"Wählen Sie nun bitte eins der folgenden Tarifthemen aus, Preise Detailinfos oder Optionen,",,,s,,,,0,13,,8,,ASKFORINFO,,0,,,,,,,0,0,0
4,6,1,94,,"Preise,",preise,u,,75,97,0,,1,,2,,0,,,,,,,,,,
4,6,1,98,"Die Preise der Tarife Xtra Nonstop Xtra Card und Xtra Click im Überblick, Im Tarif Xtra Nonstop telefonieren Sie für neunundzwanzig Cent die Minute in alle Netze, Und noch günstiger wird es mit der Option Xtra Nonstop Plus, Damit fallen ab der zweiten Minute keine Kosten mehr an für Inlandsgespräche ins Telekom Mobilfunknetz und ins Festnetz,",,,s,,,,0,56,,22,,DETAILS,,0,,,,,,,0,0,0
4,6,1,120,Und,Xtra C-,xtra,u s,,68,124,1,1,2,2,2,,0.5,,,,,,,,,,
4,6,1,122,,"Xtra Click buchen,",,u,,0,,0,,3,,2,,0.6666666667,0.5,,,,,,,,,
4,6,1,125,"Okay, Zu welchem Thema möchten Sie Informationen? Ich nenne Ihnen jetzt möglichen Themen, Unterbrechen Sie mich dabei ruhig, Sagen Sie entweder Tarife Tarifoptionen Option Xtra Nonstop Plus Xtra Weekend Xtra S_ M_ S_ Sparoption Xtra Data Xtra Web'n'Walk Starter Xtra Roaming",,,s,,,,0,41,,23,,ASKFORINFO,,0.6666666667,,,,,,,0,0,0
4,6,1,148,T-Mobile weltweit für Xtra-Kunden,"Tarife,",tarife,s u,,66,152,1,4,1,3,3,,0,,,,,,,,,,
4,6,1,153,"Okay Xtra-Tarife, Wählen Sie nun bitte eins der folgenden Tarifthemen aus, Preise Detailinfos oder Optionen,",,,s,,,,0,15,,11,,ASKFORINFO,,0,,,,,,,0,0,0
4,6,1,164,,"Kurzinfos,",,u,,0,,0,,1,,2,,0.5,,,,,,,,,,
4,6,1,167,"Xtra Nonstop Xtra Card und Xtra Click, Das sind die Tarife für unsere Xtra-Kunden, Nutzen Sie mit dem Tarif Xtra Nonstop die Vorteile der Option Xtra Nonstop Plus und der Xtra S_ M_ S_ Sparoption S_ für besonders günstige Gespräche und S_ M_ S_, Übrigens in allen drei Tarifen können Sie die Option Xtra Weekend für kostenfreie Telefonate am Wochenende hinzubuchen, Wünschen Sie zu diesem Thema noch zusätzliche Informationen?",,,s,,,,0,69,,30,,,,0.5,,,,,,,,,
4,6,1,197,,"Nein,",nein,u,,81,199,0,,1,,1,,0,,,,,,,,,,
4,6,1,200,"Sie können auch gleich hier in einen dieser Tarife wechseln, Sagen Sie dazu einfach buchen,",,,s,,,,0,15,,5,,INFO,,0,,,,,,,0,1,0
4,6,1,205,Ein Tipp,"Buchen,",buchen,u s,,62,210,1,2,1,2,2,,0,,,,,,,,,,
4,6,1,211,"In welchen unserer aktuellen Tarife möchten Sie wechseln? Sagen Sie bitte entweder Tarif Xtra Nonstop oder Tarif Xtra Card, Wenn Sie mehr über die Tarife wissen wollen sagen Sie Tarifinformation,",,,s,,,,0,30,,14,,ASKFORINFO,,0,,,,,,,0,0,0
4,6,1,225,,"Tarif Xtra Card,",tarif xtra card,u,,68,228,0,,3,,2,,0,,,,,,,,,,
4,6,1,229,"Der Wechsel in den Tarif Xtra Card kostet vier Euro fünfundneunzig, Bitte beachten Sie dass der Tarifwechsel nur bei ausreichendem Xtra-Guthaben durchgeführt werden kann, Sie möchten jetzt in den Tarif Xtra Card wechseln ist das richtig?",,,s,,,,0,36,,15,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
4,6,1,244,,"Ja,",,u,,0,,0,,1,,1,,0,,,,,,,,,,
4,6,1,247,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,33,,14,,ASKFORINFO NAV,,0,,,,,,,0,0,0
4,6,1,261,,"Tarifoptionen,",tarif optionen,u,,68,264,0,,1,,1,,0,,,,,,,,,,
4,6,1,265,"Xtra Weekend ist noch nicht für Sie eingerichtet, Gut, Möchten Sie die Einstellung einer Tarifoption ändern oder Informationen zu Tarifoptionen?",,,s,,,,0,20,,10,,INFO ASKFORINFO,,0,,,,,,,0,1,0
4,6,1,275,Sie gelangen,Informati-,,u s,,0,,1,2,1,2,2,,0,,,,,,,,,,
4,6,1,277,,"Informationen,",information zu tarif optionen,u,,61,285,0,,1,,2,,3,0,,,,,,,,,
4,6,1,280,Würden Sie das bitte noch einmal wiederholen?,,,s,,,,0,7,,2,,SORRY,,3,,,,,,,1,0,0
4,6,1,282,,"Informationen zu Tarifoptionen,",,u,,0,,0,,3,,2,,0.75,,,,,,,,,,
4,6,1,286,"Gut, Mit unseren Tarifoptionen können Sie Ihren Tarif noch besser an Ihr Telefonieverhalten anpassen und Kosten sparen, So gibt es Optionen für Vieltelefonierer oder für Telefonate im Ausland interessant beispielsweise während Ihres Urlaubs, Auch für's S_ M_ S_ versenden oder Internet surfen bieten wir das Passende, Ich geb Ihnen jetzt gleich einen kurzen Überblick über die wichtigsten Optionen, Xtra Nonstop Plus nur die erste Minute und die erste S_ M_ S_ am Tag bezahlen, Buchbar in den meisten Xtra-Tarifen, Xtra Weekend am Wochenende für null Cent telefonieren, Xtra S_ M_ S_ Sparoptionen schon ab fünf Cent S_ M_ S_ versenden, Die Datenoption Xtra Web'n'Walk Starter surfen für nur neun Cent pro Minute, Wünschen Sie zu diesem Thema noch zusätzliche Informationen?",,,s,,,,0,120,,52,,,,0.75,,,,,,,,,
4,6,1,338,,"Nein,",,u,,0,,0,,1,,1,,0,,,,,,,,,,
4,6,1,340,"Wenn Sie eine dieser Optionen gleich hier einrichten möchten sagen Sie einfach buchen,",,,s,,,,0,13,,5,,INFO ASKFORINFO,,0,,,,,,,0,1,0
4,6,1,345,#NS,"Buchen,",,u s,,0,,1,1,1,2,2,,0,,,,,,,,,,
4,6,1,348,"Okay Sie möchten eine Tarifoption einrichten, Zunächst Ihr Status, Xtra Weekend ist noch nicht für Sie eingerichtet, Okay soweit Ihr Status, Möchten Sie Xtra Weekend nun buchen?",,,s,,,,0,27,,14,,INFO ASKCONFIRM,,0,,,,,,,0,1,1
4,6,1,362,,"Ja,",,u,,0,,0,,1,,2,,0,,,,,,,,,,
4,6,1,366,"Bevor ich Sie gleich um Bestätigung bitte möchte ich noch auf Folgendes hinweisen, Die Tarifoption Xtra Weekend kostet monatlich vier Euro neunundneunzig, Der Betrag wird von Ihrem Xtra-Guthaben abgezogen, Sollten Sie nicht über genügend Guthaben verfügen ruht die Option bis zur Wiederaufladung, Nun zu Ihrem Buchungswunsch, Sie möchten jetzt Xtra Weekend einrichten ist das richtig?",,,s,,,,0,55,,24,,ASKCONFIRM,,0,,,,,,,0,0,1
4,6,1,390,,"Ja,",ja,u,,82,394,0,,1,,1,,0,,,,,,,,,,
4,6,1,395,"Vielen Dank, Sofern Sie über ein entsprechendes Xtra-Guthaben verfügen wird die gewünschte Änderung in Kürze für Sie durchgeführt, #NS Sie befinden sich nun wieder am Start, Was kann i-",,,s,,,,0,29,,14,,NAV,,0,41,2,0.2817460317,43.0476190476,5,29.84,0,0,0
5,6,1,0,"#NS Herzlich Willkommen beim Kundenservice der Telekom, Schön dass Sie unser Kunde sind, Dieser Anruf ist kostenfrei, Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren, Sie steuern mich indem Sie mit mir sprechen,",,,s,,,,0,39,,17,,WELCOME NAV,,,,,,,,,0,0,0
5,6,1,17,Wenn Sie wollen unterbrechen,"Tarifauswahl,",,s u,,0,,1,4,1,2,2,,0,,,,,,,,,,
5,6,1,23,"Entschuldigung ich konnte Sie leider nicht verstehen, Am besten nennen Sie mir ein Stichwort oder einen kurzen Satz,",,,s,,,,0,18,,6,,SORRY ASKFORINFO,,0,,,,,,,1,0,0
5,6,1,29,Bitte wieder-,"Tarif,",tarif,u s,,71,34,1,2,1,2,2,,0,,,,,,,,,,
5,6,1,34,"Okay Tarife, Hier bei mir können Sie sich allgemein und detailliert über unsere Tarife und Optionen informieren, Für allgemeine Informationen sagen Sie bitte Infos über Tarife oder Infos über Optionen,",,,s,,,,0,30,,15,,,,0,,,,,,,,,
5,6,1,49,Wenn Sie etwas B,"Infos über Tarife,",infos uber tarife,s u,,71,53,1,4,3,2,2,,0,,,,,,,,,,
5,6,1,52,"Gut Xtra-Tarife, Zunächst Ihr Status zum gewünschten Thema, Ihr derzeitiger Tarif ist Xtra Click, Wählen Sie nun bitte eins der folgenden Tarifthemen aus, Kurzinfo Preise Detailinfos oder Optionen,",,,s,,,,0,28,,17,,INFO ASKFORINFO DETAILS,,0,,,,,,,0,1,0
5,6,1,69,,"Optionen,",optionen,u,,74,72,0,,1,,1,,0,,,,,,,,,,
5,6,1,72,"Okay Xtra-Optionen, Mit diesen Optionen können Sie Ihren Tarif individuell gestalten, Hier ein Überblick, Sollte Sie eine der Optionen besonders interessieren sagen Sie mir einfach das entsprechende Stichwort, Xtra Nonstop Plus nur die erste Minute und die erste S_ M_ S_ bezahlen buchbar in den meisten Xtra-Tarifen, Xtra Weekend am Wochenende für null Cent telefonieren, Xtra S_ M_ S_ Sparoptionen schon ab fünf Cent S_ M_ S_ versenden,  Die Datenoption Xtra Web'n'Walk Starter surfen für nur neun Cent pro Minute,",,,s,,,,0,80,,36,,ASKFORINFO,,0,,,,,,,0,0,0
5,6,1,108,Die Roamingoptionen Smart Traveller,"Tarif,",tarif,s u,,62,114,1,4,1,2,2,,0,,,,,,,,,,
5,6,1,114,"Wählen Sie nun bitte eins der folgenden Tarifthemen aus, Kurzinfo Preise oder Detailinfos,",,,s,,,,0,13,,7,,INFO ASKFORINFO,,0,,,,,,,0,1,0
5,6,1,121,,"Kurzinfos,",kurz infos,u,,65,127,0,,1,,2,,0,,,,,,,,,,
5,6,1,127,"Xtra Nonstop Xtra Card und Xtra Click das sind die Tarife für unsere Xtra-Kunden,",,,s,,,,0,14,,6,,,,0,,,,,,,,,
5,6,1,133,Nutzen Sie mit dem Tarif Xtra Nonstop die Vorteile der Optionen Xtra Nonstop,"Xtra One Nonstop,",xtra nonstop,s u,,70,139,1,13,3,5,5,,0.3333333333,,,,,,,,,,
5,6,1,139,"Okay Tarif Xtra Nonstop, Wählen Sie bitte eins der folgenden Tarifthemen aus, Kurzinfo Preise Detailinfos oder Optionen,",,,s,,,,0,17,,11,,INFO ASKFORINFO,,0.3333333333,,,,,,,0,1,0
5,6,1,150,,"Optionen,",option,u,,77,153,0,,1,,1,,0,,,,,,,,,,
5,6,1,153,"Okay Xtra-Optionen, Mit diesen Optionen können Sie Ihren Tarif individuell gestalten, Hier ein Überblick, Sollte Sie eine der Optionen besonders interessieren sagen Sie mir einfach das entsprechende Stichwort, Xtra Nonstop Plus nur die erste Minute und die erste S_ M_ S_ bezahlen buchbar in den meisten Xtra-Tarifen, Xtra Weekend am Wochenende für null Cent telefonieren, Xtra S_ M_ S_ Sparoptionen schon ab fünf Cent S_ M_ S_ versenden,  Die Datenoption Xtra Web'n'Walk Starter surfen für nur neun Cent pro Minute, Die Roamingoptionen Smart Traveller Prepaid und T-Mobile Weltweit für Xtra-Kunden",,,s,,,,0,90,,41,,ASKFORINFO,,0,,,,,,,0,0,0
5,6,1,194,telefonieren,"Xtra Weekend,",xtra weekend,s u,,72,196,1,1,2,1,1,,0,,,,,,,,,,
5,6,1,197,"Zunächst Ihr Status zum gewünschten Thema, Xtra Weekend ist noch nicht für Sie eingerichtet, Mit Xtra Weekend können Sie am Wochenende für null Cent telefonieren, Der Optionspreis beträgt lediglich vier Euro neunundneunzig monatlich, Zu Xtra Weekend habe ich übrigens noch mehr, Wünschen Sie zu diesem Thema noch zusätzliche Informationen?",,,s,,,,0,49,,21,,INFO DETAILS,,0,,,,,,,0,1,0
5,6,1,218,,"Nein,",nein,u,,61,223,0,,1,,1,,0,,,,,,,,,,
5,6,1,223,"Sie können diese Option jetzt auch gleich hier einrichten, Sagen Sie dazu einfach buchen,",,,s,,,,0,14,,5,,INFO,,0,,,,,,,0,1,0
5,6,1,228,#NS,"Buchen,",,u s,,0,,1,1,1,3,3,,0,,,,,,,,,,
5,6,1,231,"Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,14,,4,,ASKFORINFO NAV,,0,,,,,,,0,0,0
5,6,1,235,,"Aktueller Tarif,",aktueller tarif,u,,59,241,0,,2,,5,,0,,,,,,,,,,
5,6,1,241,"Okay Tarife, Hier bei mir können Sie sich allgemein und detailliert über unsere Tarife und Optionen informieren, Für allgemeine Informationen sagen Sie bitte Infos über Tarife oder Infos über Optionen, Wenn Sie etwas bestimmtes interessiert können Sie das auch gleich direkt in einem kurzen Satz sagen,",,,s,,,,0,46,,20,,,,0,,,,,,,,,
5,6,1,261,zum Beispiel,"Xtra Nonstop,",xtra nonstop,u s,,70,263,1,2,2,1,1,,0,,,,,,,,,,
5,6,1,264,"Okay Nonstop, Sie haben folgende Möglichkeiten, Sie können die Einstellung ändern oder Informationen änhören,",,,s,,,,0,14,,9,,ASKFORINFO,,0,,,,,,,0,0,0
5,6,1,273,Was möchten Sie tun?,"Xtra Nonstop buchen,",zum nonstop buchen,s u,,58,278,1,4,3,1,1,ASKFORINFO,0,,,,,,,,0,0,0
5,6,1,279,"Hm, Xtra Nonstop, Zunächst Ihr Status zum gewünschten Thema, Ihr derzeitiger Tarif ist Xtra Click, Nun zurück zu Ihrem Anliegen, Ich frage noch einmal genauer nach, Geht es Ihnen um den Tarif sagen Sie bitte Tarif Xtra Nonstop, Geht es um die Option sagen Sie bitte Xtra Nonstop Plus,",,,s,,,,0,49,,23,,INFO DETAILS,,0,,,,,,,0,1,0
5,6,1,302,Wenn Sie mehr zu diesem,"Xtra Nonstop,",,u s,,0,,1,5,2,2,2,,0.5,,,,,,,,,,
5,6,1,305,"Gut Xtra Nonstop, Zunächst Ihr Status zum gewünschten Thema, Ihr derzeitiger Tarif ist Xtra Click, Nun zurück zu Ihrem Anliegen, Ich frage noch einmal genauer nach, Geht es Ihnen um den Tarif",,,s,,,,0,32,,14,,INFO DETAILS,,0.5,,,,,,,0,1,0
5,6,1,319,"sagen Sie bitte Tarif Xtra Nonstop,","Tarif Xtra Nonstop,",tarif,s u,,60,325,1,6,3,5,5,,0.6666666667,,,,,,,,,,
5,6,1,326,"Bevor ich Sie gleich um Bestätigung bitte habe ich noch einen Hinweis, Bei Buchung des Tarifs Xtra Nonstop wird automatisch die Option Xtra Nonstop Plus aktiviert, Ihr Vorteil ab der zweiten Gesprächsminute für null Cent telefonieren und ab der zweiten S_ M_ S_ pro Tag auch für null Cent simsen, Der monatliche Optionspreis in Höhe von einem Euro neunundvierzig wird von Ihrem Xtra-Guthaben abgezogen, Sollte das Guthaben nicht ausreichen ruht die Option bis zur Wiederaufladung, Sie können die Option übrigens auch nach Ablauf eines Monats deaktivieren, Nun zu Ihrem Buchungswunsch, Der Wechsel in den Tarif Xtra Nonstop kostet vier Euro neunundneunzig, Bitte beachten Sie dass der Tarifwechsel nur bei ausreichendem Xtra-Guthaben durchgeführt werden kann, Sie möchten jetzt in den Tarif Xtra Nonstop wechseln ist das richtig?",,,s,3,,,0,126,,53,,INFO ASKCONFIRM,,0.6666666667,33,1,0.09375,54.375,11,25.6785714286,0,1,1
5,6,1,379,,"Das ist richtig, #NS",,u,3,0,,0,,4,,2,,0.75,,1,0,,0,0,,,,
5,6,1,383,"Sie gelangen ohne Änderungen wieder an den Start des Sprachportals wenn Sie Hauptmenü sagen,",,,s,,,,0,14,,7,,NAV,,0.75,,,,,,,0,0,0
5,6,1,390,,"Buchen,",,u,,0,,0,,1,,3,,0,,,,,,,,,,
5,6,1,394,"#NS Sie befinden sich nun wieder am Start, Was kann ich noch für Sie tun?",,,s,,,,0,15,,7,,ASKFORINFO NAV,,0,,,,,,,0,0,0
